canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,melody_filename
Franz Schubert,"Sonata in C Minor, D958",train,2018,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_16_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_16_R2_2018_wav.wav,1758.36229078,2018-melody/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_16_R2_2018-melody_wav-melody.midi
Franz Schubert,"Sonata in D Major, D850",train,2018,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_20_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_20_R2_2018_wav.wav,2346.84060188,2018-melody/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_20_R2_2018-melody_wav-melody.midi
Franz Schubert,Sonata in G Major D894,train,2018,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_15_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_15_R2_2018_wav.wav,2076.61384219,2018-melody/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_15_R2_2018-melody_wav-melody.midi
Franz Schubert,Sonata in G Major D894,train,2018,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_17_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_17_R2_2018_wav.wav,1898.29804828,2018-melody/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_17_R2_2018-melody_wav-melody.midi
Franz Schubert,Sonata in G Major D894,train,2018,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018_wav.wav,1990.15425984,2018-melody/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018-melody_wav-melody.midi
Franz Schubert / Franz Liszt,Der Mueller und der Bach,validation,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--3.wav,301.624965469,2018-melody/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018-melody_wav--3-melody.midi
Franz Schubert / Franz Liszt,Gretchen am Spinnrade,test,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--2.wav,199.135751719,2018-melody/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018-melody_wav--2-melody.midi
Frédéric Chopin,"Sonata No. 2 in B-flat Minor, Op. 35",test,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--3.wav,1461.01216078,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018-melody_wav--3-melody.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--3.wav,1639.91556094,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018-melody_wav--3-melody.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58",train,2018,2018/MIDI-Unprocessed_Chamber5_MID--AUDIO_18_R3_2018_wav--1.midi,2018/MIDI-Unprocessed_Chamber5_MID--AUDIO_18_R3_2018_wav--1.wav,1607.37152297,2018-melody/MIDI-Unprocessed_Chamber5_MID--AUDIO_18_R3_2018-melody_wav--1-melody.midi
George Frideric Handel,"Chaconne in G Major, HWV 435",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.wav,328.904585625,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Chromatic Fantasy and Fugue in D Minor, BWV 903",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--1.wav,636.4563614059999,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"English Suite in A Minor, BWV 807",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--1.wav,1324.77832266,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Italian Concerto, BWV 971",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.wav,732.7890642189999,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828",train,2018,2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.midi,2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.wav,1091.69094891,2018-melody/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, Book I, BWV 849",validation,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.wav,454.246340625,2018-melody/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Prelude and Fugue in D Major, Book II",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.wav,313.28894953099996,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018-melody_wav--1-melody.midi
Johann Sebastian Bach,"Toccata in C Minor, BWV 911",train,2018,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--3.wav,621.090457969,2018-melody/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018-melody_wav--3-melody.midi
Johannes Brahms,Intermezzos Op. 119,validation,2018,2018/MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--2.midi,2018/MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--2.wav,834.47566125,2018-melody/MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018-melody_wav--2-melody.midi
Johannes Brahms,"Variations and Fugue on the theme of Handel, Op. 24",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--2.wav,1556.83337906,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018-melody_wav--2-melody.midi
Joseph Haydn,"Sonata in C major, Hob. XVI: 50",train,2018,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--1.wav,809.5945429689999,2018-melody/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018-melody_wav--1-melody.midi
Joseph Haydn,"Sonata in F Major, Hob. XVI:23",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--1.wav,945.389011875,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018-melody_wav--1-melody.midi
Leoš Janáček,In the Mists,train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--1.wav,855.3931082810001,2018-melody/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018-melody_wav--1-melody.midi
Leoš Janáček,"Piano Sonata 1. X. 1905 ""From the Street""",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.wav,837.561929531,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018-melody_wav--4-melody.midi
Ludwig van Beethoven,"Andante favori in F Major, WoO 57",validation,2018,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.midi,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.wav,524.024582813,2018-melody/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018-melody_wav--1-melody.midi
Ludwig van Beethoven,"Rondo a capriccioso ""Rage over a Lost Penny"", Op. 129",test,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.wav,359.744565469,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018-melody_wav--3-melody.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--1.wav,1306.74014625,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018-melody_wav--1-melody.midi
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90",validation,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.wav,760.2770174999999,2018-melody/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018-melody_wav--3-melody.midi
Ludwig van Beethoven,"Sonata No. 29 in B-flat Major, Op. 106",validation,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.wav,2457.80737125,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018-melody_wav--1-melody.midi
Ludwig van Beethoven,"Sonata No. 30 in E Major, Op. 109",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.wav,1176.40240266,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018-melody_wav--2-melody.midi
Ludwig van Beethoven,"Sonata No. 31 In A-flat Major, Op. 110",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.wav,1022.54438344,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018-melody_wav--2-melody.midi
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110",train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--2.wav,1060.72142859,2018-melody/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018-melody_wav--2-melody.midi
Ludwig van Beethoven,"Sonata No. 32 in C minor, Op. 111",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.wav,1590.10257656,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018-melody_wav--3-melody.midi
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--1.wav,1254.06391687,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018-melody_wav--1-melody.midi
Ludwig van Beethoven,"Sonata in D Minor, Op. 31 No. 2 ""Tempest""",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--2.wav,1451.39945672,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018-melody_wav--2-melody.midi
Ludwig van Beethoven,"Sonata in E Major, Op. 109",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--1.wav,1114.77319078,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018-melody_wav--1-melody.midi
Modest Mussorgsky,Pictures at an Exhibition,train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--4.wav,1823.15789906,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018-melody_wav--4-melody.midi
Modest Mussorgsky,Pictures at an Exhibition,train,2018,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--4.wav,1906.30017703,2018-melody/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018-melody_wav--4-melody.midi
